Datum,Warengruppe,Umsatz,Wochentag,Kategorie
2013-07-20,4,69.9369965472912,Saturday,Konditorei
2013-07-21,4,82.6826868784511,Sunday,Konditorei
2013-07-22,4,99.3353908053911,Monday,Konditorei
2013-07-23,4,70.5290024618065,Tuesday,Konditorei
2013-07-24,4,83.5816326885927,Wednesday,Konditorei
2013-07-25,4,65.8902979709521,Thursday,Konditorei
2013-07-26,4,53.1984562311259,Friday,Konditorei
2013-08-01,4,60.5614573229725,Thursday,Konditorei
2013-08-02,4,68.1222020855149,Friday,Konditorei
2013-08-03,4,51.2749992906831,Saturday,Konditorei
2013-08-04,4,67.1568816245378,Sunday,Konditorei
2013-08-06,4,69.705360420462,Tuesday,Konditorei
2013-08-07,4,83.1094116270633,Wednesday,Konditorei
2013-08-08,4,96.7720958104522,Thursday,Konditorei
2013-08-09,4,81.4817797241125,Friday,Konditorei
2013-08-10,4,59.9811123644503,Saturday,Konditorei
2013-08-11,4,60.7087857619079,Sunday,Konditorei
2013-08-12,4,97.7406166426712,Monday,Konditorei
2013-08-13,4,113.863641914766,Tuesday,Konditorei
2013-08-14,4,105.567865241887,Wednesday,Konditorei
2013-08-15,4,59.7561020638342,Thursday,Konditorei
2013-08-16,4,75.2564619591539,Friday,Konditorei
2013-08-17,4,96.5293135082104,Saturday,Konditorei
2013-08-18,4,150.122396942697,Sunday,Konditorei
2013-08-19,4,107.407999333161,Monday,Konditorei
2013-08-20,4,64.5022565329893,Tuesday,Konditorei
2013-08-21,4,65.9210119267558,Wednesday,Konditorei
2013-08-22,4,111.144301377526,Thursday,Konditorei
2013-08-23,4,94.2272902889274,Friday,Konditorei
2013-08-24,4,124.737464409769,Saturday,Konditorei
2013-08-25,4,141.066888354584,Sunday,Konditorei
2013-08-26,4,104.448858869003,Monday,Konditorei
2013-08-27,4,89.3398068106772,Tuesday,Konditorei
2013-08-28,4,87.5160458910728,Wednesday,Konditorei
2013-08-29,4,67.1751319746152,Thursday,Konditorei
2013-08-30,4,77.9353068130843,Friday,Konditorei
2013-08-31,4,86.0077280021026,Saturday,Konditorei
2013-09-01,4,139.776992842103,Sunday,Konditorei
2013-09-02,4,97.5577291094531,Monday,Konditorei
2013-09-03,4,66.7042185386037,Tuesday,Konditorei
2013-09-04,4,102.369988965095,Wednesday,Konditorei
2013-09-05,4,64.7180977987766,Thursday,Konditorei
2013-09-06,4,79.6716952926438,Friday,Konditorei
2013-09-07,4,65.0128197234662,Saturday,Konditorei
2013-09-08,4,115.868951321453,Sunday,Konditorei
2013-09-09,4,78.4321446410245,Monday,Konditorei
2013-09-10,4,75.320737395332,Tuesday,Konditorei
2013-09-11,4,84.1743682721035,Wednesday,Konditorei
2013-09-12,4,79.9069125959926,Thursday,Konditorei
2013-09-13,4,60.0423801030524,Friday,Konditorei
2013-09-14,4,68.6316728927997,Saturday,Konditorei
2013-09-15,4,150.947116904365,Sunday,Konditorei
2013-09-16,4,68.5094924358894,Monday,Konditorei
2013-09-17,4,88.0432401860715,Tuesday,Konditorei
2013-09-18,4,81.9233275996418,Wednesday,Konditorei
2013-09-19,4,56.2795004974713,Thursday,Konditorei
2013-09-20,4,87.4952661591497,Friday,Konditorei
2013-09-21,4,48.2782247656494,Saturday,Konditorei
2013-09-22,4,181.071825652617,Sunday,Konditorei
2013-09-23,4,72.8638989817766,Monday,Konditorei
2013-09-24,4,91.9109696976559,Tuesday,Konditorei
2013-09-25,4,83.2754466610357,Wednesday,Konditorei
2013-09-26,4,52.9418817206733,Thursday,Konditorei
2013-09-27,4,93.9440670728549,Friday,Konditorei
2013-09-28,4,98.4375774152303,Saturday,Konditorei
2013-09-29,4,148.939102156167,Sunday,Konditorei
2013-09-30,4,98.1860676233875,Monday,Konditorei
2013-10-01,4,67.6549909234488,Tuesday,Konditorei
2013-10-02,4,119.813127526207,Wednesday,Konditorei
2013-10-03,4,148.994652688514,Thursday,Konditorei
2013-10-04,4,74.562061444226,Friday,Konditorei
2013-10-05,4,66.2032518834826,Saturday,Konditorei
2013-10-06,4,129.952199872951,Sunday,Konditorei
2013-10-07,4,70.2008226210611,Monday,Konditorei
2013-10-08,4,73.2079831960351,Tuesday,Konditorei
2013-10-09,4,101.892689553858,Wednesday,Konditorei
2013-10-10,4,70.9668372971161,Thursday,Konditorei
2013-10-11,4,75.3024074738754,Friday,Konditorei
2013-10-12,4,85.8339467852549,Saturday,Konditorei
2013-10-13,4,149.25084502852,Sunday,Konditorei
2013-10-14,4,52.4609987818665,Monday,Konditorei
2013-10-15,4,93.0578771174161,Tuesday,Konditorei
2013-10-16,4,91.1515914626467,Wednesday,Konditorei
2013-10-17,4,85.6188586141792,Thursday,Konditorei
2013-10-18,4,65.0176982906717,Friday,Konditorei
2013-10-19,4,61.589080615236,Saturday,Konditorei
2013-10-20,4,124.018841960182,Sunday,Konditorei
2013-10-21,4,71.2443638417337,Monday,Konditorei
2013-10-22,4,96.9923094777322,Tuesday,Konditorei
2013-10-23,4,94.6638761998211,Wednesday,Konditorei
2013-10-24,4,95.9995140166535,Thursday,Konditorei
2013-10-25,4,70.0532365692146,Friday,Konditorei
2013-10-26,4,63.040579010536,Saturday,Konditorei
2013-10-27,4,186.537638448479,Sunday,Konditorei
2013-10-28,4,74.3238360664755,Monday,Konditorei
2013-10-29,4,74.735898673334,Tuesday,Konditorei
2013-10-30,4,48.1084083947754,Wednesday,Konditorei
2013-10-31,4,85.5171451600742,Thursday,Konditorei
2013-11-01,4,91.3424292969203,Friday,Konditorei
2013-11-02,4,60.8349248921595,Saturday,Konditorei
2013-11-03,4,128.473076323971,Sunday,Konditorei
2013-11-05,4,74.2946461688414,Tuesday,Konditorei
2013-11-06,4,64.0286940032467,Wednesday,Konditorei
2013-11-07,4,67.2858927962349,Thursday,Konditorei
2013-11-08,4,65.3154182108296,Friday,Konditorei
2013-11-09,4,63.0232472685735,Saturday,Konditorei
2013-11-10,4,176.522124121548,Sunday,Konditorei
2013-11-11,4,76.1706634927456,Monday,Konditorei
2013-11-12,4,49.0155893982333,Tuesday,Konditorei
2013-11-13,4,65.8442679091616,Wednesday,Konditorei
2013-11-14,4,57.5383042189858,Thursday,Konditorei
2013-11-15,4,51.4925840580978,Friday,Konditorei
2013-11-16,4,49.4223775237036,Saturday,Konditorei
2013-11-17,4,177.087584201101,Sunday,Konditorei
2013-11-18,4,49.8879972007333,Monday,Konditorei
2013-11-19,4,54.9978272171921,Tuesday,Konditorei
2013-11-20,4,78.1131998337016,Wednesday,Konditorei
2013-11-21,4,58.3913411790683,Thursday,Konditorei
2013-11-22,4,57.7729401837321,Friday,Konditorei
2013-11-23,4,91.899653481564,Saturday,Konditorei
2013-11-24,4,175.128357778932,Sunday,Konditorei
2013-11-25,4,92.5228806731995,Monday,Konditorei
2013-11-26,4,57.5784741040714,Tuesday,Konditorei
2013-11-27,4,78.1936852275363,Wednesday,Konditorei
2013-11-28,4,101.637479250916,Thursday,Konditorei
2013-11-29,4,83.7787352392597,Friday,Konditorei
2013-12-01,4,140.686615291205,Sunday,Konditorei
2013-12-02,4,73.3221953360975,Monday,Konditorei
2013-12-03,4,68.5617336096169,Tuesday,Konditorei
2013-12-04,4,63.7021074904902,Wednesday,Konditorei
2013-12-05,4,66.2712031267702,Thursday,Konditorei
2013-12-06,4,81.3614647215711,Friday,Konditorei
2013-12-07,4,61.3937929370576,Saturday,Konditorei
2013-12-08,4,101.998231468739,Sunday,Konditorei
2013-12-09,4,66.1496191363994,Monday,Konditorei
2013-12-10,4,60.8077382038886,Tuesday,Konditorei
2013-12-11,4,49.7261823587047,Wednesday,Konditorei
2013-12-12,4,62.7526558507983,Thursday,Konditorei
2013-12-15,4,97.4825174374607,Sunday,Konditorei
2013-12-16,4,37.1897783267561,Monday,Konditorei
2013-12-17,4,69.9500582980743,Tuesday,Konditorei
2013-12-18,4,81.0249143151096,Wednesday,Konditorei
2013-12-19,4,79.0572340066618,Thursday,Konditorei
2013-12-20,4,69.9295037876725,Friday,Konditorei
2013-12-21,4,63.5616525987563,Saturday,Konditorei
2013-12-22,4,138.655812124506,Sunday,Konditorei
2013-12-23,4,60.8076590130824,Monday,Konditorei
2013-12-29,4,175.489183127665,Sunday,Konditorei
2014-01-02,4,71.7295837755931,Thursday,Konditorei
2014-01-03,4,111.358444084666,Friday,Konditorei
2014-01-04,4,104.673188597976,Saturday,Konditorei
2014-01-05,4,124.764364378822,Sunday,Konditorei
2014-01-06,4,104.294206603332,Monday,Konditorei
2014-01-07,4,79.4168862163993,Tuesday,Konditorei
2014-01-08,4,82.3370153760945,Wednesday,Konditorei
2014-01-09,4,80.2711861838417,Thursday,Konditorei
2014-01-10,4,63.2504812118984,Friday,Konditorei
2014-01-11,4,57.1201137737824,Saturday,Konditorei
2014-01-12,4,187.466582265489,Sunday,Konditorei
2014-01-13,4,49.8996215621949,Monday,Konditorei
2014-01-14,4,83.7591557253582,Tuesday,Konditorei
2014-01-15,4,78.6490722353439,Wednesday,Konditorei
2014-01-16,4,57.5214212168637,Thursday,Konditorei
2014-01-17,4,61.4660377155236,Friday,Konditorei
2014-01-18,4,66.7096858590463,Saturday,Konditorei
2014-01-19,4,161.394205203827,Sunday,Konditorei
2014-01-20,4,66.1656875195136,Monday,Konditorei
2014-01-21,4,98.212098799943,Tuesday,Konditorei
2014-01-22,4,82.1429701099207,Wednesday,Konditorei
2014-01-23,4,66.0486669031107,Thursday,Konditorei
2014-01-24,4,72.3865767161981,Friday,Konditorei
2014-01-25,4,84.5110962290284,Saturday,Konditorei
2014-01-26,4,201.191517525166,Sunday,Konditorei
2014-01-27,4,66.2599633585981,Monday,Konditorei
2014-01-28,4,74.0575405609287,Tuesday,Konditorei
2014-01-29,4,76.2200829273755,Wednesday,Konditorei
2014-01-30,4,72.9890223085887,Thursday,Konditorei
2014-01-31,4,64.6906831302521,Friday,Konditorei
2014-02-01,4,105.676725668115,Saturday,Konditorei
2014-02-02,4,237.893596916681,Sunday,Konditorei
2014-02-03,4,152.956273429037,Monday,Konditorei
2014-02-04,4,112.894063883488,Tuesday,Konditorei
2014-02-05,4,135.061148458054,Wednesday,Konditorei
2014-02-06,4,140.050350415932,Thursday,Konditorei
2014-02-07,4,118.729800726482,Friday,Konditorei
2014-02-08,4,152.794657636639,Saturday,Konditorei
2014-02-09,4,365.729264338809,Sunday,Konditorei
2014-02-10,4,99.6175131980021,Monday,Konditorei
2014-02-11,4,152.370461421554,Tuesday,Konditorei
2014-02-12,4,77.6867709724671,Wednesday,Konditorei
2014-02-13,4,185.345507160016,Thursday,Konditorei
2014-02-14,4,174.557054369197,Friday,Konditorei
2014-02-15,4,198.394939954409,Saturday,Konditorei
2014-02-16,4,286.001635626433,Sunday,Konditorei
2014-02-17,4,126.598201633374,Monday,Konditorei
2014-02-18,4,115.553470501728,Tuesday,Konditorei
2014-02-19,4,85.6674251344062,Wednesday,Konditorei
2014-02-20,4,135.821239683404,Thursday,Konditorei
2014-02-21,4,128.229656396637,Friday,Konditorei
2014-02-22,4,135.439401637301,Saturday,Konditorei
2014-02-23,4,430.500089196343,Sunday,Konditorei
2014-02-24,4,57.8485386075181,Monday,Konditorei
2014-02-25,4,84.348923725007,Tuesday,Konditorei
2014-02-26,4,89.3583951531774,Wednesday,Konditorei
2014-02-27,4,90.8121601379897,Thursday,Konditorei
2014-02-28,4,69.1088225459759,Friday,Konditorei
2014-03-01,4,109.019649999515,Saturday,Konditorei
2014-03-02,4,107.77449609988,Sunday,Konditorei
2014-03-03,4,95.1732754360082,Monday,Konditorei
2014-03-04,4,66.7496305599525,Tuesday,Konditorei
2014-03-05,4,105.773446388565,Wednesday,Konditorei
2014-03-06,4,93.897140786047,Thursday,Konditorei
2014-03-07,4,87.1135437231353,Friday,Konditorei
2014-03-08,4,123.725264018424,Saturday,Konditorei
2014-03-09,4,178.017374804103,Sunday,Konditorei
2014-03-10,4,77.0050691066935,Monday,Konditorei
2014-03-11,4,96.0114193579654,Tuesday,Konditorei
2014-03-12,4,87.5819491860972,Wednesday,Konditorei
2014-03-13,4,86.3042676126607,Thursday,Konditorei
2014-03-14,4,83.095661478459,Friday,Konditorei
2014-03-15,4,101.236649263482,Saturday,Konditorei
2014-03-16,4,135.208641454406,Sunday,Konditorei
2014-03-17,4,60.8538978246202,Monday,Konditorei
2014-03-18,4,74.6021348426954,Tuesday,Konditorei
2014-03-19,4,62.5925254079212,Wednesday,Konditorei
2014-03-20,4,87.401519892581,Thursday,Konditorei
2014-03-21,4,76.876909493407,Friday,Konditorei
2014-03-22,4,75.7095901700985,Saturday,Konditorei
2014-03-23,4,122.218061087289,Sunday,Konditorei
2014-03-24,4,63.1258826839349,Monday,Konditorei
2014-03-25,4,61.7796782841541,Tuesday,Konditorei
2014-03-26,4,85.5428445981278,Wednesday,Konditorei
2014-03-27,4,86.7553324054727,Thursday,Konditorei
2014-03-28,4,63.7182248755607,Friday,Konditorei
2014-03-29,4,78.2472154179189,Saturday,Konditorei
2014-03-30,4,114.215169292857,Sunday,Konditorei
2014-03-31,4,79.3606414264492,Monday,Konditorei
2014-04-01,4,95.6643816088289,Tuesday,Konditorei
2014-04-02,4,61.0392736386212,Wednesday,Konditorei
2014-04-03,4,59.6091517158522,Thursday,Konditorei
2014-04-04,4,86.3516555627854,Friday,Konditorei
2014-04-05,4,77.0706831333719,Saturday,Konditorei
2014-04-06,4,145.543499552535,Sunday,Konditorei
2014-04-07,4,67.168817927136,Monday,Konditorei
2014-04-08,4,89.2544999884012,Tuesday,Konditorei
2014-04-09,4,96.4118611109018,Wednesday,Konditorei
2014-04-10,4,72.2396331836692,Thursday,Konditorei
2014-04-11,4,58.9219511045009,Friday,Konditorei
2014-04-12,4,54.5280148344852,Saturday,Konditorei
2014-04-13,4,138.42569385051,Sunday,Konditorei
2014-04-14,4,55.4508724176006,Monday,Konditorei
2014-04-15,4,85.7052852416814,Tuesday,Konditorei
2014-04-16,4,80.9877329185756,Wednesday,Konditorei
2014-04-17,4,81.8180814450846,Thursday,Konditorei
2014-04-20,4,189.548617602604,Sunday,Konditorei
2014-04-21,4,89.0074737430748,Monday,Konditorei
2014-04-23,4,67.1712850654668,Wednesday,Konditorei
2014-04-24,4,61.1765774384312,Thursday,Konditorei
2014-04-25,4,53.1570826268308,Friday,Konditorei
2014-04-26,4,72.1185398547604,Saturday,Konditorei
2014-04-27,4,112.495745498543,Sunday,Konditorei
2014-04-28,4,77.3638484419459,Monday,Konditorei
2014-04-29,4,65.3847746871142,Tuesday,Konditorei
2014-04-30,4,51.0562893306812,Wednesday,Konditorei
2014-05-02,4,77.6145056918161,Friday,Konditorei
2014-05-05,4,293.109398326081,Monday,Konditorei
2014-05-06,4,87.8622507140459,Tuesday,Konditorei
2014-05-07,4,92.4936971920041,Wednesday,Konditorei
2014-05-08,4,82.1783266012903,Thursday,Konditorei
2014-05-09,4,66.0161743425402,Friday,Konditorei
2014-05-10,4,104.094163257842,Saturday,Konditorei
2014-05-11,4,147.881905447336,Sunday,Konditorei
2014-05-12,4,67.4955434507817,Monday,Konditorei
2014-05-13,4,101.214069608519,Tuesday,Konditorei
2014-05-14,4,41.4123064196756,Wednesday,Konditorei
2014-05-15,4,63.5101290538195,Thursday,Konditorei
2014-05-16,4,85.4807679768228,Friday,Konditorei
2014-05-17,4,50.3660101081308,Saturday,Konditorei
2014-05-18,4,149.244078377209,Sunday,Konditorei
2014-05-19,4,83.9681823631343,Monday,Konditorei
2014-05-20,4,94.5737640355796,Tuesday,Konditorei
2014-05-21,4,48.2108285393945,Wednesday,Konditorei
2014-05-22,4,77.5543202377256,Thursday,Konditorei
2014-05-23,4,50.8008994806073,Friday,Konditorei
2014-05-24,4,66.4306117273805,Saturday,Konditorei
2014-05-25,4,114.943972960342,Sunday,Konditorei
2014-05-26,4,91.0457110069583,Monday,Konditorei
2014-05-27,4,84.6280561362088,Tuesday,Konditorei
2014-05-29,4,152.709702945456,Thursday,Konditorei
2014-05-30,4,57.2454061447027,Friday,Konditorei
2014-05-31,4,68.1643312002004,Saturday,Konditorei
2014-06-01,4,129.4189036507,Sunday,Konditorei
2014-06-02,4,65.7363488821332,Monday,Konditorei
2014-06-03,4,62.3903661114696,Tuesday,Konditorei
2014-06-04,4,53.2308769671162,Wednesday,Konditorei
2014-06-05,4,76.2135588168066,Thursday,Konditorei
2014-06-07,4,79.7188444198125,Saturday,Konditorei
2014-06-08,4,104.453562324412,Sunday,Konditorei
2014-06-09,4,143.977898792685,Monday,Konditorei
2014-06-10,4,70.2099274704429,Tuesday,Konditorei
2014-06-11,4,83.6581389182717,Wednesday,Konditorei
2014-06-12,4,37.4555594997625,Thursday,Konditorei
2014-06-13,4,75.4496723357508,Friday,Konditorei
2014-06-14,4,63.8372762263068,Saturday,Konditorei
2014-06-15,4,113.198169900375,Sunday,Konditorei
2014-06-16,4,81.5364761006443,Monday,Konditorei
2014-06-17,4,57.1245129570396,Tuesday,Konditorei
2014-06-18,4,58.7589360079372,Wednesday,Konditorei
2014-06-19,4,88.1859744107587,Thursday,Konditorei
2014-06-20,4,53.1800832506312,Friday,Konditorei
2014-06-21,4,55.3784359085427,Saturday,Konditorei
2014-06-22,4,112.87846427577,Sunday,Konditorei
2014-06-23,4,89.1125310007438,Monday,Konditorei
2014-06-24,4,80.6814437485115,Tuesday,Konditorei
2014-06-25,4,74.4274080594379,Wednesday,Konditorei
2014-06-26,4,84.8155438313241,Thursday,Konditorei
2014-06-27,4,65.0878866069292,Friday,Konditorei
2014-06-28,4,105.33599228222,Saturday,Konditorei
2014-06-29,4,139.687762195994,Sunday,Konditorei
2014-06-30,4,79.3880324911908,Monday,Konditorei
2014-07-01,4,70.9302793020307,Tuesday,Konditorei
2014-07-02,4,72.3068065016839,Wednesday,Konditorei
2014-07-03,4,70.715968983487,Thursday,Konditorei
2014-07-04,4,55.6437295906243,Friday,Konditorei
2014-07-05,4,59.349824147119,Saturday,Konditorei
2014-07-06,4,104.998588236863,Sunday,Konditorei
2014-07-07,4,115.213371214749,Monday,Konditorei
2014-07-08,4,87.6708765599203,Tuesday,Konditorei
2014-07-09,4,83.4772394737553,Wednesday,Konditorei
2014-07-10,4,63.6686930675012,Thursday,Konditorei
2014-07-11,4,72.8643980994303,Friday,Konditorei
2014-07-12,4,56.7325859363001,Saturday,Konditorei
2014-07-13,4,140.534826137305,Sunday,Konditorei
2014-07-14,4,80.7491612883671,Monday,Konditorei
2014-07-15,4,60.3757248213977,Tuesday,Konditorei
2014-07-16,4,75.7094617154365,Wednesday,Konditorei
2014-07-17,4,44.5837021456503,Thursday,Konditorei
2014-07-18,4,65.1758893086205,Friday,Konditorei
2014-07-19,4,63.9396602318238,Saturday,Konditorei
2014-07-20,4,113.342961427795,Sunday,Konditorei
2014-07-21,4,74.3176175346207,Monday,Konditorei
2014-07-22,4,64.3379713508066,Tuesday,Konditorei
2014-07-23,4,62.0133222629487,Wednesday,Konditorei
2014-07-24,4,55.5812697700574,Thursday,Konditorei
2014-07-25,4,72.4700702140274,Friday,Konditorei
2014-07-26,4,54.4785321030328,Saturday,Konditorei
2014-07-27,4,130.342134846199,Sunday,Konditorei
2014-07-28,4,68.3374949476673,Monday,Konditorei
2014-07-29,4,89.7377834900339,Tuesday,Konditorei
2014-08-01,4,55.4922004171488,Friday,Konditorei
2014-08-02,4,71.2444851718065,Saturday,Konditorei
2014-08-03,4,100.964636640682,Sunday,Konditorei
2014-08-04,4,79.889568584304,Monday,Konditorei
2014-08-06,4,97.1130711484701,Wednesday,Konditorei
2014-08-07,4,47.3199692188423,Thursday,Konditorei
2014-08-10,4,151.093936302627,Sunday,Konditorei
2014-08-11,4,91.1963472550968,Monday,Konditorei
2014-08-12,4,63.2167591821066,Tuesday,Konditorei
2014-08-13,4,76.235138727592,Wednesday,Konditorei
2014-08-14,4,57.2280256624507,Thursday,Konditorei
2014-08-15,4,87.458687582647,Friday,Konditorei
2014-08-16,4,72.4171950384352,Saturday,Konditorei
2014-08-18,4,142.146441343042,Monday,Konditorei
2014-08-19,4,57.8173464999656,Tuesday,Konditorei
2014-08-20,4,79.2795151180945,Wednesday,Konditorei
2014-08-21,4,129.380176748505,Thursday,Konditorei
2014-08-22,4,141.593761741229,Friday,Konditorei
2014-08-23,4,83.6088309577645,Saturday,Konditorei
2014-08-24,4,153.573168857594,Sunday,Konditorei
2014-08-25,4,86.6579211950299,Monday,Konditorei
2014-08-26,4,64.7300809868511,Tuesday,Konditorei
2014-08-27,4,91.7596012818803,Wednesday,Konditorei
2014-08-28,4,62.5912389709587,Thursday,Konditorei
2014-08-29,4,82.0627400312176,Friday,Konditorei
2014-08-30,4,73.6875276947211,Saturday,Konditorei
2014-08-31,4,173.204821790261,Sunday,Konditorei
2014-09-02,4,57.3142573687701,Tuesday,Konditorei
2014-09-03,4,87.8687082235248,Wednesday,Konditorei
2014-09-04,4,72.2598802255058,Thursday,Konditorei
2014-09-05,4,100.039080697173,Friday,Konditorei
2014-09-06,4,81.5506858317984,Saturday,Konditorei
2014-09-07,4,121.70644713533,Sunday,Konditorei
2014-09-08,4,76.831488372097,Monday,Konditorei
2014-09-09,4,44.9555309113161,Tuesday,Konditorei
2014-09-11,4,85.1686827007037,Thursday,Konditorei
2014-09-12,4,86.8549239870084,Friday,Konditorei
2014-09-13,4,95.0356469783593,Saturday,Konditorei
2014-09-14,4,61.6496610362342,Sunday,Konditorei
2014-09-15,4,65.4469957924061,Monday,Konditorei
2014-09-16,4,89.2613596631694,Tuesday,Konditorei
2014-09-17,4,42.4632525722224,Wednesday,Konditorei
2014-09-18,4,66.1599462279164,Thursday,Konditorei
2014-09-19,4,67.7692374014595,Friday,Konditorei
2014-09-20,4,92.9711766878255,Saturday,Konditorei
2014-09-21,4,137.727348019177,Sunday,Konditorei
2014-09-23,4,59.5734018328688,Tuesday,Konditorei
2014-09-24,4,61.6804845934115,Wednesday,Konditorei
2014-09-25,4,43.0705910015315,Thursday,Konditorei
2014-09-26,4,64.1347190059562,Friday,Konditorei
2014-09-27,4,78.5482535287746,Saturday,Konditorei
2014-09-28,4,97.3262195437161,Sunday,Konditorei
2014-09-29,4,56.6829857088611,Monday,Konditorei
2014-09-30,4,83.5718858944338,Tuesday,Konditorei
2014-10-01,4,73.4335227011685,Wednesday,Konditorei
2014-10-02,4,121.311910293281,Thursday,Konditorei
2014-10-03,4,139.076621627262,Friday,Konditorei
2014-10-04,4,107.332625116256,Saturday,Konditorei
2014-10-05,4,153.449384381621,Sunday,Konditorei
2014-10-06,4,121.029174320845,Monday,Konditorei
2014-10-07,4,98.6406413025411,Tuesday,Konditorei
2014-10-08,4,93.0857225354518,Wednesday,Konditorei
2014-10-09,4,109.984020692928,Thursday,Konditorei
2014-10-11,4,115.088270399923,Saturday,Konditorei
2014-10-12,4,169.310379668465,Sunday,Konditorei
2014-10-13,4,95.5543324237472,Monday,Konditorei
2014-10-14,4,94.2003510325564,Tuesday,Konditorei
2014-10-15,4,86.8965837803107,Wednesday,Konditorei
2014-10-16,4,88.3273776763051,Thursday,Konditorei
2014-10-17,4,66.2492456777236,Friday,Konditorei
2014-10-18,4,88.9035251767277,Saturday,Konditorei
2014-10-19,4,113.131097897476,Sunday,Konditorei
2014-10-20,4,71.677546297344,Monday,Konditorei
2014-10-21,4,60.7824435466895,Tuesday,Konditorei
2014-10-22,4,84.0627079906616,Wednesday,Konditorei
2014-10-23,4,84.836446255569,Thursday,Konditorei
2014-10-24,4,55.0725703609042,Friday,Konditorei
2014-10-25,4,103.274974415436,Saturday,Konditorei
2014-10-26,4,161.676201511044,Sunday,Konditorei
2014-10-27,4,99.2634442963349,Monday,Konditorei
2014-10-28,4,81.6837671880442,Tuesday,Konditorei
2014-10-29,4,55.9060009520091,Wednesday,Konditorei
2014-10-30,4,75.6116667723772,Thursday,Konditorei
2014-10-31,4,52.9074695440103,Friday,Konditorei
2014-11-01,4,79.5177877444727,Saturday,Konditorei
2014-11-02,4,148.665068032433,Sunday,Konditorei
2014-11-03,4,52.609826768818,Monday,Konditorei
2014-11-04,4,56.3444577705587,Tuesday,Konditorei
2014-11-05,4,79.5612659468646,Wednesday,Konditorei
2014-11-06,4,61.5654831293085,Thursday,Konditorei
2014-11-07,4,63.3356111115402,Friday,Konditorei
2014-11-08,4,67.0208643146814,Saturday,Konditorei
2014-11-09,4,140.81601620882,Sunday,Konditorei
2014-11-10,4,71.5877599076694,Monday,Konditorei
2014-11-11,4,69.4491859213357,Tuesday,Konditorei
2014-11-12,4,55.9875188664014,Wednesday,Konditorei
2014-11-13,4,72.5288404761461,Thursday,Konditorei
2014-11-14,4,69.9956456436556,Friday,Konditorei
2014-11-15,4,68.7913641000038,Saturday,Konditorei
2014-11-16,4,84.7844611971686,Sunday,Konditorei
2014-11-17,4,101.570428265055,Monday,Konditorei
2014-11-18,4,55.795195679035,Tuesday,Konditorei
2014-11-20,4,53.0426254821259,Thursday,Konditorei
2014-11-21,4,60.7169885432116,Friday,Konditorei
2014-11-22,4,54.6530484698612,Saturday,Konditorei
2014-11-23,4,155.339006239265,Sunday,Konditorei
2014-11-24,4,61.4807696110531,Monday,Konditorei
2014-11-25,4,68.322231294165,Tuesday,Konditorei
2014-11-26,4,85.6876758075335,Wednesday,Konditorei
2014-11-27,4,76.7515840608809,Thursday,Konditorei
2014-11-28,4,81.8689054559593,Friday,Konditorei
2014-11-29,4,72.0348065153357,Saturday,Konditorei
2014-11-30,4,141.988989801749,Sunday,Konditorei
2014-12-01,4,76.6177603369995,Monday,Konditorei
2014-12-02,4,59.393866963155,Tuesday,Konditorei
2014-12-03,4,80.1027639864662,Wednesday,Konditorei
2014-12-04,4,69.3476196125306,Thursday,Konditorei
2014-12-06,4,59.2833325563655,Saturday,Konditorei
2014-12-07,4,133.440216757033,Sunday,Konditorei
2014-12-08,4,40.9779581868443,Monday,Konditorei
2014-12-09,4,71.1545600771389,Tuesday,Konditorei
2014-12-10,4,85.9499222101757,Wednesday,Konditorei
2014-12-11,4,53.6926089868534,Thursday,Konditorei
2014-12-12,4,56.9193409036062,Friday,Konditorei
2014-12-13,4,60.1931934071604,Saturday,Konditorei
2014-12-14,4,106.105028003448,Sunday,Konditorei
2014-12-15,4,78.4292318376585,Monday,Konditorei
2014-12-16,4,45.3937627400903,Tuesday,Konditorei
2014-12-17,4,63.2545637804788,Wednesday,Konditorei
2014-12-21,4,91.0345897314189,Sunday,Konditorei
2014-12-22,4,62.8453957199584,Monday,Konditorei
2014-12-27,4,78.5755131710058,Saturday,Konditorei
2014-12-28,4,136.001447208449,Sunday,Konditorei
2015-01-02,4,85.9359726763682,Friday,Konditorei
2015-01-03,4,74.7193728789218,Saturday,Konditorei
2015-01-04,4,131.61138792274,Sunday,Konditorei
2015-01-05,4,72.7394907523189,Monday,Konditorei
2015-01-06,4,85.5846124596724,Tuesday,Konditorei
2015-01-07,4,86.9275104588597,Wednesday,Konditorei
2015-01-08,4,70.3775374736991,Thursday,Konditorei
2015-01-09,4,71.4384074719189,Friday,Konditorei
2015-01-10,4,64.1638629091181,Saturday,Konditorei
2015-01-11,4,122.970550791976,Sunday,Konditorei
2015-01-12,4,58.3365912420298,Monday,Konditorei
2015-01-13,4,68.9972825054419,Tuesday,Konditorei
2015-01-14,4,70.4651659015092,Wednesday,Konditorei
2015-01-15,4,69.4440159990795,Thursday,Konditorei
2015-01-16,4,78.3484660148403,Friday,Konditorei
2015-01-17,4,101.780919085691,Saturday,Konditorei
2015-01-18,4,204.693311193378,Sunday,Konditorei
2015-01-19,4,63.0120526976263,Monday,Konditorei
2015-01-20,4,73.0375497476955,Tuesday,Konditorei
2015-01-21,4,63.1553176365701,Wednesday,Konditorei
2015-01-22,4,61.8038023909784,Thursday,Konditorei
2015-01-23,4,68.559045168997,Friday,Konditorei
